name,address,full_day_seats,lat,lon
P.S. 124 Yung Wing,40 Division Street,36,40.7142,-73.9955
P.S. 126 Jacob August Riis,80 Catherine Street,46,40.7105,-73.9968
P.S. 130 Hernando De Soto,143 Baxter Street,-,40.7191,-73.9984
P.S. 150,334 Greenwich Street,18,40.7182,-74.0105
P.S. 158 Bayard Taylor,1458 York Avenue,36,40.7702,-73.9507
P.S. 198 Isador E. Ida Straus,1700 3 Avenue,28,40.785,-73.9498
P.S./I.S. 217 Roosevelt Island,645 Main Street,-,40.7639,-73.9482
Ella Baker School,317 East 67 Street,54,40.7653,-73.9599
"East Side Elementary School, PS 267",213 East 63Rd Street,-,40.7702,-73.9507
The River School,425 East 35Th Street,-,40.7443,-73.9726
Sixth Avenue Elementary School,590 6Th Avenue,-,40.7391286,-73.9954767
SPRUCE STREET SCHOOL,12 Spruce Street,-,40.7136,-74.0053
P.S. 009 Sarah Anderson,100 West 84 Street,-,40.7848,-73.9738
P.S. 076 A. Philip Randolph,220 West 121 Street,54,40.8066,-73.9509
P.S. 084 Lillian Weber,32 West 92 Street,36,40.7895,-73.9675
P.S. 087 William Sherman,160 West 78 Street,18,40.7819,-73.9776
The Bloomingdale Magnet School for Multimedia Communication,150 West 105 Street,54,40.7992,-73.9652
P.S. 149 Sojourner Truth,41 West 117 Street,36,40.8025,-73.9485
P.S. 163 Alfred E. Smith,163 West 97 Street,10,40.7944,-73.9687
P.S. 165 Robert E. Simon,234 West 109 Street,18,40.803,-73.966
P.S. 180 Hugo Newman,370 West 120 Street,72,40.8078,-73.9555
P.S. 185 - The Early Childhood Discovery and Design Magnet School,20 West 112 Street,54,40.7994,-73.9515
"The Museum Magnet School for Inquiry, Innovation and Imagination",210 West 61 Street,54,40.772,-73.9874
P.S. 242 - The Young Diplomats Magnet Academy,134 West 122 Street,18,40.8064,-73.9483
P.S. 007 Samuel Stern,160 East 120 Street,36,40.8011,-73.9395
P.S. 38 Roberto Clemente,232 East 103 Street,36,40.789,-73.9446
James Weldon Johnson,176 East 115 Street,36,40.7972,-73.9416
The Lexington Academy,131 East 104 Street,54,40.7911,-73.9476
P.S. 083 Luis Munoz Rivera,219 East 109 Street,18,40.7929,-73.9416
P.S. 096 Joseph Lanzetta,216 East 120 Street,36,40.8002,-73.9376
P.S. 102 Jacques Cartier,315 East 113 Street,28,40.7949,-73.9389
P.S. 108 Assemblyman Angelo Del Toro Educational Complex,1615 Madison Avenue,18,40.795,-73.9486
P.S. 112 Jose Celso Barbosa,535 East 119 Street,36,40.7964,-73.93
P.S. 146 Ann M. Short,421 East 106 Street,28,40.7896,-73.9393
P.S. 155 William Paca,319 East 117 Street,36,40.7971,-73.9359
P.S. 171 Patrick Henry,19 East 103 Street,36,40.7923,-73.9514
Mosaic Preparatory Academy,141 East 111 Street,36,40.7955,-73.9441
Central Park East I,1573 Madison Avenue,18,40.7941,-73.9492
Central Park East II,19 East 103 Street,18,40.7923,-73.9514
P.S. 030 Hernandez/Hughes,144-176 East 128 Street,28,40.8057,-73.9355
P.S. 036 Margaret Douglas,123 Morningside Drive,90,40.8105,-73.9576
P.S. 046 Arthur Tappan,2987 Frederick Dgls Blvd,54,40.8313,-73.9359
P.S. 092 Mary McLeod Bethune,222 West 134 Street,18,40.8151,-73.9453
P.S. 123 Mahalia Jackson,301 West 140 Street,54,40.8199,-73.9446
P.S. 125 Ralph Bunche,425 West 123 Street,36,40.8108,-73.9563
P.S. 129 John H. Finley,425 West 130 Street,36,40.815,-73.9526
P.S. 133 Fred R Moore,2121 5 Avenue,18,40.8097,-73.9392
P.S. 154 Harriet Tubman,250 West 127 Street,36,40.8106,-73.9484
P.S. 175 Henry H Garnet,175 West 134 Street,18,40.8142,-73.9431
P.S. 194 Countee Cullen,244 West 144 Street,18,40.8214,-73.9409
P.S. 197 John B. Russwurm,2230 5 Avenue,18,40.813,-73.9378
P.S. 200- The James Mccune Smith School,2589 7 Avenue,36,40.824,-73.9358
Teachers College Community School,168 Morningside Avenue,18,40.8097,-73.9392
P.S. 004 Duke Ellington,500 West 160 Street,-,40.8347,-73.9407
P.S. 028 Wright Brothers,475 West 155 Street,36,40.8315,-73.9425
P.S. 048 P.O. Michael J. Buczek,4360-78 Broadway,36,40.8534,-73.9341
P.S. 098 Shorac Kappock,512 West 212 Street,54,40.8681,-73.9176
P.S. 115 Alexander Humboldt,586 West 177 Street,36,40.8461,-73.9351
P.S. 128 Audubon,560 West 169 Street,54,40.8417,-73.9393
P.S. 152 Dyckman Valley,93 Nagle Avenue,-,40.8604,-73.928
P.S. 153 Adam Clayton Powell,1750 Amsterdam Avenue,54,40.8263,-73.947
P.S. 173,306 Fort Washington Avenue,-,40.8455,-73.9398
P.S. 189,2580 Amsterdam Avenue,72,40.853,-73.928
P.S. 192 Jacob H. Schiff,500 West 138 Street,-,40.8208,-73.9531
P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,501-503 West 152 Street,18,40.8298,-73.9446
Washington Heights Academy,202 Sherman Ave,-,40.8654,-73.9211
Castle Bridge School,560 West 169 Street,18,40.8412,-73.9382
P.S. 001 Courtlandt School,335 East 152 Street,-,40.819,-73.9195
PS 5 Port Morris,564 Jackson Avenue,36,40.8134,-73.9088
P.S. 018 John Peter Zenger,502 Morris Avenue,36,40.8163,-73.9227
P.S. 025 Bilingual School,811 East 149 Street,36,40.8127,-73.9058
P.S./M.S. 029 Melrose School,758 Courtlandt Avenue,28,40.8219,-73.9171
P.S. 030 Wilton,510 East 141 Street,54,40.8094,-73.918
P.S./M.S. 031 The William Lloyd Garrison,250 East 156 Street,36,40.8225,-73.9211
P.S. 043 Jonas Bronck,165 Brown Place,72,40.8066,-73.9226
P.S. 049 Willis Avenue,383 East 139 Street,54,40.8099,-73.9227
P.S. 065 Mother Hale Academy,677 East 141 Street,36,40.8079,-73.9125
P.S. 154 Jonathan D. Hyatt,333 East 135 Street,36,40.8081,-73.9259
P.S. 157 Grove Hill,757 Cauldwell Avenue,36,40.8187,-73.9083
P.S. 161 Ponce De Leon,628 Tinton Avenue,42,40.8147,-73.9054
P.S. 179,468 East 140 Street,36,40.8091,-73.9198
P.S. 277,519 St Anns Avenue,36,40.8136,-73.9134
Concourse Village Elementary School,750 Concourse Village West,24,40.8234,-73.9232
Young Leaders Elementary School,468 East 140 Street,36,40.8091,-73.9198
P.S. 036 Unionport,1070 Castle Hill Avenue,18,40.8294,-73.8497
P.S. 048 Joseph R. Drake,1290 Spofford Avenue,90,40.8144,-73.8867
P.S. 062 Inocensio Casanova,660 Fox Street,54,40.8141,-73.9003
P.S. 069 Journey Prep School,560 Thieriot Avenue,54,40.8166,-73.8609
P.S. 072 Dr. William Dorney,2951 Dewey Avenue,72,40.8232,-73.8182
P.S. 75 School of Research and Discovery,984 Faile Street,48,40.8223,-73.889
P.S. 093 Albert G. Oliver,1535 Story Avenue,66,40.8225,-73.8773
P.S. 100 Isaac Clason,800 Taylor Avenue,18,40.8214,-73.863
P.S. 107,1695 Seward Avenue,-,40.8185,-73.8683
P.S. 119,1075 Pugsley Avenue,-,40.8285,-73.8566
P.S. 130 Abram Stevens Hewitt,750 Prospect Avenue,18,40.8176,-73.9024
P.S. 138 Samuel Randall,2060 Lafayette Avenue,54,40.8227,-73.853
P.S. X140 The Eagle School,916 Eagle Avenue,54,40.8235,-73.9078
P.S. 146 Edward Collins,968 Cauldwell Avenue,36,40.824,-73.9065
P.S. 152 Evergreen,1025 Morrison Avenue,72,40.8239,-73.8805
P.S. 182,601 Stickball Boulevard,54,40.8189,-73.857
P.S. 304 Early Childhood School,2750 Lafayette Avenue,-,40.827,-73.8308
P.S. 333 - The Museum School,888 Rev J A Polite Ave,18,40.822,-73.8989
The Academy of the Arts,888 Rev J A Polite Ave,18,40.822,-73.8989
P.S. 028 Mount Hope,1861 Anthony Avenue,36,40.8478,-73.9036
P.S. 042 Claremont,1537 Washington Avenue,28,40.8384,-73.9029
P.S. 053 Basheer Quisim,360 East 168 Street,54,40.8327,-73.9109
P.S. 055 Benjamin Franklin,450 Saint Paul'S Place,36,40.8359,-73.905
P.S. 063 Author's Academy,1260 Franklin Avenue,36,40.8312,-73.9024
P.S. 073 Bronx,1020 Anderson Avenue,54,40.8326,-73.9264
P.S. 109 Sedgwick,1771 Popham Avenue,54,40.8517,-73.9189
P.S. 110 Theodore Schoenfeld,580 Crotona Park South,36,40.835,-73.9
P.S. 126 Dr Marjorie H Dunbar,175 West 166 Street,54,40.8358,-73.9283
P.S. 163 Arthur A. Schomburg,2075 Webster Avenue,18,40.8517,-73.899
P.S. 199X - The Shakespeare School,1449 Shakespeare Avenue,54,40.8423,-73.921
P.S. 204 Morris Heights,1780 Dr. Martin Luther King Jr. Blvd,36,40.8497,-73.9164
P.S. 236 Langston Hughes,1871 Walton Avenue,28,40.8445,-73.8984
The New American Academy at Roberto Clemente State Park,275 Harlem River Park Bridge,54,40.8526,-73.9215
Mount Eden Children's Academy,1501 Jerome Avenue,36,40.8425,-73.9158
P.S. 3 Raul Julia Micro Society,2100 Lafontaine Avenue,18,40.8499,-73.8923
P.S. 9 Ryer Avenue Elementary School,230 East 183 Street,36,40.8572,-73.8992
P.S. 20 P.O.George J. Werdan III,3050 Webster Avenue,-,40.8701,-73.8787
P.S. 023 The New Children's School,2151 Washington Avenue,30,40.8532,-73.8945
P.S. 033 Timothy Dwight,2424 Jerome Avenue,36,40.8622,-73.9016
P.S. 051 Bronx New School,695 East 182Nd Street,18,40.8774,-73.887
P.S. / I.S. 54,2703 Webster Avenue,36,40.8649,-73.8879
P.S. 059 The Community School of Technology,2185 Bathgate Avenue,64,40.8531,-73.8934
Bedford Park Elementary School,3177 Webster Avenue,18,40.8307,-73.8778
P.S. 086 Kingsbridge Heights,2756 Reservoir Avenue,-,40.8697,-73.8989
P.S. 095 Sheila Mencher,3961 Hillman Avenue,18,40.883,-73.8917
P.S. 207,3030 Godwin Terrace,18,40.8783,-73.9062
P.S. 209,313 East 183Rd Street,36,40.8568,-73.8976
P.S. 226,1950 Sedgwick Avenue,18,40.858,-73.9158
Luisa Pineiro Fuentes School of Science and Discovery,124 Eames Place,-,40.8691,-73.9018
P.S. 310 Marble Hill,260 W Kingsbridge Rd,18,40.8719,-73.9045
P.S. 340,25 West 195 Street,18,40.8694,-73.8972
P.S. 360,2880 Kingsbridge Terrace,36,40.8749,-73.9023
School for Environmental Citizenship,125 East 181 Street,54,40.8549,-73.9035
P.S. 396,1930 Andrews Avenue,28,40.8543,-73.913
P.S. 016 Wakefield,4550 Carpenter Avenue,54,40.9023,-73.8547
P.S. 068 Bronx,4011 Monticello Avenue,18,40.8918,-73.8385
P.S. 089 Bronx,980 Mace Avenue,18,40.863,-73.8592
P.S. 097 Bronx,1375 Mace Avenue,-,40.8628,-73.8468
P.S. 106 Parkchester,2120 St Raymond'S Avenue,-,40.8375,-73.8546
P.S. 111 Seton Falls,3740 Baychester Avenue,28,40.8844,-73.8393
P.S. 112 Bronxwood,1925 Schieffelin Avenue,20,40.8849,-73.8439
P.S. 121 Throop,2750 Throop Avenue,36,40.8659,-73.851
P.S. 160 Walt Disney,4140 Hutchinson River Pkway Ea,36,40.8645,-73.8243
BAYCHESTER ACADEMY,3500 Edson Avenue,36,40.881,-73.8396
Cornerstone Academy for Social Action,3441 Steenwick Avenue,36,40.8827,-73.8306
Young Voices Academy of the Bronx,800 Lydig Avenue,36,40.8544,-73.8637
P.S. 006 West Farms,1000 East Tremont Avenue,72,40.8406,-73.8815
P.S. 044 David C. Farragut,1825 Prospect Avenue,36,40.8423,-73.8909
P.S. 057 Crescent,2111 Crotona Avenue,36,40.8486,-73.8885
P.S. 061 Francisco Oller,1550 Crotona Park East,18,40.8365,-73.8926
P.S. 066 School of Higher Expectations,1001 Jennings Street,72,40.8315,-73.8865
P.S. 067 Mohegan School,2024 Mohegan Avenue,36,40.8438,-73.8842
P.S. 092 Bronx,700 East 179 Street,36,40.8468,-73.8899
P.S. 134 George F. Bristow,1330 Bristow Street,54,40.8314,-73.8946
P.S. 150 Charles James Fox,920 East 167 Street,36,40.8263,-73.8944
P.S. 195,1250 Ward Avenue,36,40.8307,-73.8778
P.S. 196,1250 Ward Avenue,36,40.8307,-73.8778
P.S. 211,1919 Prospect Avenue,36,40.8434,-73.8899
P.S. 212,1180 Tinton Avenue,36,40.8286,-73.9006
P.S. 214,1970 West Farms Road,72,40.8399,-73.8802
The School of Science and Applied Learning,2050 Prospect Avenue,18,40.8459,-73.8877
Fairmont Neighborhood School,1550 Vyse Avenue,36,40.8339,-73.8877
Samara Community School,1550 Vyse Avenue,18,40.8341675,-73.8869705
Urban Scholars Community School,1180 Tinton Avenue,28,40.8286,-73.9006
Archer Elementary School,1827 Archer Street,18,40.8381,-73.8661
PS 536,1827 Archer Street,18,40.8381,-73.8661
Bronx Little School,1827 Archer Street,18,40.8381,-73.8661
P.S. 003 The Bedford Village,50 Jefferson Avenue,54,40.6823,-73.9552
P.S. 009 Teunis G. Bergen,80 Underhill Avenue,54,40.6781,-73.9657
P.S. 011 Purvis J. Behan,419 Waverly Avenue,54,40.6854,-73.9662
P.S. 020 Clinton Hill,225 Adelphi Street,18,40.6912,-73.9715
P.S. 044 Marcus Garvey,432 Monroe Street,18,40.6862,-73.9409
P.S. 046 Edward C. Blum,100 Clermont Avenue,54,40.6945,-73.9716
P.S. 054 Samuel C. Barnes,195 Sanford Street,28,40.6926,-73.9529
P.S. 056 Lewis H. Latimer,170 Gates Avenue,18,40.685,-73.9607
P.S. 067 Charles A. Dorsey,51 Saint Edwards Street,18,40.6945,-73.978
P.S. 093 William H. Prescott,31 New York Avenue,36,40.679,-73.9468
P.S. 133 William A. Butler,610 Baltic Street,-,40.6804,-73.9805
P.S. 133 William A. Butler,610 Baltic Street,46,40.6804,-73.9805
P.S. 256 Benjamin Banneker,114 Kosciusko Street,18,40.6908,-73.9499
P.S. 270 Johann DeKalb,241 Emerson Place,18,40.6916,-73.9617
P.S. 282 Park Slope,180 6 Avenue,72,40.6764,-73.9774
P.S. 287 Bailey K. Ashford,50 Navy Street,18,40.6977,-73.9805
P.S. 305 Dr. Peter Ray,344 Monroe Street,18,40.6861,-73.9448
P.S. 307 Daniel Hale Williams,209 York Street,64,40.7013,-73.9812
P.S. 016 Leonard Dunkly,157 Wilson Street,18,40.7058,-73.962
P.S. 017 Henry D. Woodworth,208 North 5 Street,28,40.7151,-73.9568
P.S. 018 Edward Bush,101 Maujer Street,18,40.7107,-73.9466
P.S. 023 Carter G. Woodson,545 Willoughby Avenue,36,40.6941,-73.9472
P.S. 031 Samuel F. Dupont,75 Meserole Avenue,72,40.727,-73.9541
P.S. 034 Oliver H. Perry,131 Norman Avenue,-,40.7261,-73.9497
P.S. 059 William Floyd,211 Throop Avenue,36,40.6976,-73.9433
P.S. 084 Jose De Diego,250 Berry Street,72,40.7147,-73.9632
P.S. 110 The Monitor,124 Monitor Street,54,40.7236,-73.9422
P.S. 120 Carlos Tapia,18 Beaver Street,72,40.7009,-73.9388
P.S. 132 The Conselyea School,320 Manhattan Avenue,72,40.7148,-73.9457
P.S. 147 Isaac Remsen,325 Bushwick Avenue,54,40.705,-73.9388
P.S. 157 Benjamin Franklin,850 Kent Avenue,36,40.6955,-73.9596
P.S. 196 Ten Eyck,207 Bushwick Avenue,46,40.7088,-73.9399
P.S. 250 George H. Lindsay,108 Montrose Avenue,36,40.7071,-73.9452
P.S. 257 John F. Hylan,60 Cook Street,54,40.7024,-73.9417
P.S. 297 Abraham Stockton,700 Park Avenue,18,40.6978,-73.9476
P.S. 319,360 Keap Street,36,40.7098,-73.954
P.S. 380 John Wayne Elementary,370 Marcy Avenue,64,40.7018,-73.9537
Brooklyn Arbor Elementary School,325 South 3 Street,18,40.7095,-73.9544
P.S. 001 The Bergen,309 47 Street,125,40.6492,-74.0125
P.S. 015 Patrick F. Daly,71 Sullivan Street,48,40.6772,-74.0115
P.S. 024,427 38 Street,18,40.6528,-74.0047
P.S. 029 John M. Harrigan,425 Henry Street,54,40.687,-73.9979
P.S. 032 Samuels Mills Sprole,317 Hoyt Street,30,40.6804,-73.9919
P.S. 038 The Pacific,450 Pacific Street,72,40.6849,-73.9828
P.S. 039 Henry Bristow,417 6 Avenue,36,40.6686,-73.9829
P.S. 058 The Carroll,330 Smith Street,54,40.6802,-73.9949
The Maurice Sendak Community School,211 8Th Street,48,40.6708,-73.9879
P.S. 124 Silas B. Dutcher,515 4 Avenue,36,40.6674,-73.991
P.S. 130 The Parkside,70 Ocean Parkway,18,40.6488,-73.9756
P.S. 131 Brooklyn,4305 Ft Hamilton Parkway,-,40.641,-73.9937
P.S. 146,610 Henry Street,36,40.6795,-74.002
P.S. 172 Beacon School of Excellence,825 4 Avenue,18,40.6578,-74.0007
P.S. 230 Doris L. Cohen,425 Mcdonald Avenue,18,40.645,-73.9809
P.S. 261 Philip Livingston,314 Pacific Street,36,40.6874,-73.9884
The Children's School,512 Carroll Street,-,40.6762,-73.9855
Sunset Park Avenues Elementary School,4004 4 Avenue (School will move to a new location for 2014-15. Contact school for details.),-,40.652,-74.0069
Red Hook Neighborhood School,27 Huntington Street,36,40.6775,-74.0046
P.S. 005 Dr. Ronald Mcnair,820 Hancock Street,18,40.6856,-73.9232
P.S. 021 Crispus Attucks,180 Chauncey Street,54,40.6806,-73.9273
P.S. 025 Eubie Blake School,787 Lafayette Avenue,36,40.6912,-73.9398
P.S. 026 Jesse Owens,1014 Lafayette Avenue,18,40.6921,-73.9317
P.S. 028 The Warren Prep Academy,1001 Herkimer Street,18,40.6781,-73.9202
P.S. 040 George W. Carver,265 Ralph Avenue,36,40.6804,-73.9222
P.S. 081 Thaddeus Stevens,990 Dekalb Avenue,36,40.6932,-73.935
P.S. 243K- The Weeksville School,1580 Dean Street,36,40.676,-73.9356
P.S. 262 El Hajj Malik El Shabazz Elementary School,500 Macon Street,18,40.6831,-73.9304
P.S. 308 Clara Cardwell,616 Quincy Street,10,40.6887,-73.9358
P.S. 309 The George E. Wibecan Preparatory Academy,794 Monroe Street,28,40.6885,-73.924
P.S. 335 Granville T. Woods,130 Rochester Avenue,18,40.674,-73.9278
Brighter Choice Community School,280 Hart Street,18,40.6937,-73.9413
Brooklyn Brownstone School,272 Macdonough Street,18,40.682,-73.9354
Young Scholars' Academy for Discovery and Exploration,280 Hart Street,18,40.6937,-73.9413
Dr. Jacqueline Peek-Davis School,430 Howard Avenue,36,40.6731,-73.9196
P.S. 091 The Albany Avenue School,532 Albany Avenue,36,40.662,-73.94
P.S. 092 Adrian Hegeman,601 Parkside Avenue,36,40.6561,-73.9533
P.S. 138 Brooklyn,760 Prospect Place,54,40.6739,-73.9515
P.S. 181 Brooklyn,1023 New York Avenue,28,40.648,-73.9464
P.S. 191 Paul Robeson,1600 Park Place,18,40.6717,-73.9241
P.S. 221 Toussaint L'Ouverture,791 Empire Boulevard,36,40.6637,-73.9359
P.S. 241 Emma L. Johnston,976 President Street,54,40.6692,-73.9599
P.S. 249 The Caton,18 Marlborough Road,-,40.6499,-73.9661
P.S. 289 George V. Brower,900 St Marks Avenue,30,40.6742,-73.9424
P.S. 316 Elijah Stroud,750 Classon Avenue,36,40.6743,-73.9603
P.S. 375 Jackie Robinson School,46 Mckeever Place,36,40.665,-73.9591
M.S. K394,188 Rochester Avenue,72,40.6727,-73.9289
P.S. 398 Walter Weaver,60 East 94 Street,54,40.6644,-73.9279
New Bridges Elementary,1025 Eastern Parkway,36,40.6692,-73.9345
Brooklyn Arts and Science Elementary School,443 St Marks Avenue,54,40.6771,-73.9601
P.S. 770 New American Academy,60 East 94 Street,36,40.6644,-73.9279
P.S. 66,845 East 96 Street,18,40.6487,-73.9071
P.S. 114 Ryder Elementary,1077 Remsen Avenue,18,40.6427,-73.9087
P.S. 115 Daniel Mucatel School,1500 East 92 Street,54,40.6353,-73.8977
P.S. 135 Sheldon A. Brookner,684 Linden Boulevard,36,40.6536,-73.9332
P.S. 208 Elsa Ebeling,4801 Avenue D,18,40.6427,-73.9309
P.S. 219 Kennedy-King,1060 Clarkson Avenue,36,40.6588,-73.9223
P.S. 233 Langston Hughes,9301 Avenue B,36,40.6516,-73.9143
P.S. 235 Lenox School,525 Lenox Road,36,40.6547,-73.941
P.S. 244 Richard R. Green,5404 Tilden Avenue,-,40.6484,-73.9257
P.S. 268 Emma Lazarus,133 East 53 Street,36,40.6569,-73.928
P.S. 272 Curtis Estabrook,101-24 Seaview Avenue,64,40.6263,-73.9006
P.S. 276 Louis Marshall,1070 East 83 Street,54,40.6339,-73.9079
P.S. 279 Herman Schreiber,1070 East 104 Street,54,40.6442,-73.8923
P.S. 007 Abraham Lincoln,858 Jamaica Avenue,-,40.6897,-73.8731
P.S. 013 Roberto Clemente,557 Pennsylvania Avenue,36,40.6638,-73.8936
P.S. 089 Cypress Hills,265 Warwick Street,18,40.6772,-73.8868
P.S. 108 Sal Abbracciamento,200 Linwood Street,36,40.6813,-73.8843
P.S. 149 Danny Kaye,700 Sutter Avenue,72,40.6697,-73.8928
P.S. 158 Warwick,400 Ashford Street,36,40.6726,-73.8852
P.S. 190 Sheffield,590 Sheffield Avenue,18,40.6624,-73.8945
P.S. 202 Ernest S. Jenkyns,982 Hegeman Avenue,54,40.6664,-73.8766
P.S. 213 New Lots,580 Hegeman Avenue,18,40.6605,-73.8903
P.S. 214 Michael Friedsam,2944 Pitkin Avenue,108,40.6765,-73.8631
P.S. 224 Hale A. Woodruff,757 Wortman Avenue,54,40.6649,-73.866
P.S. 290 Juan Morel Campos,135 Schenck Avenue,18,40.6779,-73.8898
P.S. 306 Ethan Allen,970 Vermont Street,54,40.6554,-73.8861
The Fresh Creek School,875 Williams Avenue,18,40.654,-73.8948
P.S. 328 Phyllis Wheatley,330 Alabama Avenue,36,40.6685,-73.8979
P.S. 345 Patrolman Robert Bolden,111 Berriman Street,36,40.6761,-73.8803
P.S. 346 Abe Stark,1400 Pennsylvania Avenue,72,40.6466,-73.8819
Brooklyn Gardens Elementary School,574 Dumont Avenue,36,40.6658,-73.8977
East New York Elementary School of Excellence,605 Shepherd Avenue,30,40.6694,-73.8796
P.S. 048 Mapleton,6015 18 Avenue,-,40.6217,-73.9876
P.S. 164 Caesar Rodney,4211 14 Avenue,46,40.6372,-73.9861
P.S. 179 Kensington,202 Avenue C,-,40.6401,-73.9773
The SEEALL Academy,5601 16 Avenue,20,40.6264,-73.9893
P.S. 186 Dr. Irving A Gladstone,7601 19 Avenue,-,40.6109,-73.9942
P.S. 192 - The Magnet School for Math and Science Inquiry,4715 18 Avenue,46,40.6291,-73.98
P.S. 200 Benson School,1940 Benson Avenue,-,40.6031,-74.0014
P.S. 204 Vince Lombardi,8101 15 Avenue,-,40.6135,-74.0061
P.S. 205 Clarion,6701 20 Avenue,36,40.6147,-73.9868
P.S. 229 Dyker,1400 Benson Avenue,30,40.6103,-74.0136
P.S. 247 Brooklyn,7000 21 Avenue,-,40.6122,-73.9872
P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,371 89Th Street,-,40.6204,-74.0286
P.S. 506: The School of Journalism & Technology,330 59 Street,-,40.6419,-74.0193
P.S. 748 Brooklyn School for Global Scholars,1664 Benson Avenue,36,40.6071,-74.007
"School of Math, Science, and Healthy Living",6214 4Th Avenue,18,40.6395,-74.0203
P.S. 90 Edna Cohen School,2840 West 12 Street,54,40.5782,-73.9804
P.S. 095 The Gravesend,345 Van Sicklen Street,-,40.5957,-73.9752
P.S. 97 The Highlawn,1855 Stillwell Avenue,54,40.6014,-73.9861
P.S. 099 Isaac Asimov,1120 East 10 Street,18,40.6215,-73.9658
P.S. 100 The Coney Island School,2951 West 3 Street,18,40.5771,-73.9714
P.S. 121 Nelson A. Rockefeller,5301 20 Avenue,36,40.6233,-73.9788
P.S. 128 Bensonhurst,2075 84 Street,-,40.605,-73.9951
P.S. 153 Homecrest,1970 Homecrest Avenue,18,40.6012,-73.96
P.S. 177 The Marlboro,346 Avenue P,-,40.6082,-73.9744
P.S. 188 Michael E. Berdy,3314 Neptune Avenue,36,40.5772,-74.0006
P.S. 199 Frederick Wachtel,1100 Elm Avenue,-,40.6166,-73.9635
P.S. 209 Margaret Mead,2609 East 7 Street,18,40.5869,-73.9619
P.S. 212 Lady Deborah Moody,87 Bay 49 Street,18,40.5878,-73.9858
P.S. 215 Morris H. Weiss,415 Avenue S,36,40.6021,-73.97
P.S. 216 Arturo Toscanini,350 Avenue X,84,40.5905,-73.9701
P.S. K225 - The Eileen E. Zaglin,1075 Ocean View Avenue,30,40.5802,-73.9587
P.S. 226 Alfred De B.Mason,6006 23 Avenue,-,40.6152,-73.9767
P.S. 238 Anne Sullivan,1633 East 8 Street,48,40.6088,-73.965
P.S. 253,601 Oceanview Avenue,36,40.5792,-73.955
P.S. 288 The Shirley Tanyhill,2950 West 25 Street,36,40.574,-73.9919
P.S. 329 Surfside,2929 West 30 Street,30,40.5747,-73.9961
P.S. 052 Sheepshead Bay,2675 East 29 Street,-,40.588,-73.9406
P.S. K134,4001 18 Avenue,-,40.6326,-73.9731
P.S. 139 Alexine A. Fenty,330 Rugby Road,-,40.6413,-73.9659
School of Science &amp; Technology,725 East 23 Street,-,40.6323,-73.9547
P.S. 193 Gil Hodges,2515 Avenue L,18,40.6221,-73.9503
P.S. 194 Raoul Wallenberg,3117 Avenue W,36,40.5968,-73.9335
P.S. 195 Manhattan Beach,131 Irwin Street,-,40.5795,-73.9438
P.S. 197 - The Kings Highway Academy,1599 East 22 Street,36,40.6111,-73.9516
P.S. 198 Brooklyn,4105 Farragut Road,-,40.637,-73.9375
P.S. 203 The School For Future Leaders,5101 Avenue M,36,40.6214,-73.9261
P.S. 206 Joseph F Lamb,2200 Gravesend Neck Road,-,40.5974,-73.949
P.S. 207 Elizabeth G. Leary,4011 Fillmore Avenue,-,40.6135,-73.9299
P.S. 217 Colonel David Marcus School,1100 Newkirk Avenue,-,40.6341,-73.9663
P.S. 222 Katherine R. Snyder,3301 Quentin Road,-,40.6133,-73.939
P.S. 236 Mill Basin,6302 Avenue U,36,40.6159,-73.9131
P.S. 245,249 East 17Th Street,18,40.6449,-73.9627
P.S. 251 Paerdegat,1037 East 54 Street,54,40.6319,-73.9239
P.S. 254 Dag Hammarskjold,1801 Avenue Y,54,40.5911,-73.9516
P.S. 255 Barbara Reing School,1866 East 17 Street,28,40.605,-73.9557
P.S. 277 Gerritsen Beach,2529 Gerritsen Avenue,-,40.5962,-73.9289
P.S. 312 Bergen Beach,7103 Avenue T,-,40.6216,-73.9087
P.S. K315,2310 Glenwood Road,-,40.6326,-73.9543
P.S. 326,1800 Utica Avenue,10,40.6284,-73.9279
P.S. 361 East Flatbush Early Childhood School,3109 Newkirk Avenue,-,40.6401,-73.9474
P.S./I.S. 137 Rachel Jean Mitchell,121 Saratoga Avenue,18,40.6822,-73.9166
P.S./ I.S. 155 Nicholas Herkimer,1355 Herkimer Street,36,40.6774,-73.9088
P.S. 156 Waverly,104 Sutter Avenue,36,40.666,-73.9181
P.S. 165 Ida Posner,76 Lott Avenue,36,40.6574,-73.9111
P.S. 178 Saint Clair Mckelway,2163 Dean Street,36,40.6751,-73.9154
P.S. 184 Newport,273 Newport Street,54,40.6604,-73.905
P.S. 284 Lew Wallace,213 Osborn Street,18,40.6672,-73.9082
P.S. 298 Dr. Betty Shabazz,85 Watkins Street,46,40.671,-73.9077
P.S./I.S. 323,210 Chester Street,36,40.6662,-73.9113
P.S. 327 Dr. Rose B. English,111 Bristol Street,36,40.6689,-73.9124
Christopher Avenue Community School,51 Christopher Avenue,36,40.6725,-73.9066
Riverdale Avenue Community School,76 Riverdale Avenue,54,40.6602,-73.914
Brooklyn Landmark Elementary School,251 Mcdougal Street,36,40.6803,-73.9107
